"member_type","name","nationality","gender","professional_title","professional_profile","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","membership_status","interest_represented","subgroup_status"
"Individual expert appointed in his/her personal capacity","BERGGRUND Lars","El Salvador","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10514","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","BERTHOD Jean-Claude","France","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10516","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","BOUCHARD Georges","France","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10519","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","CHAGAS Eduardo","Belgium","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10520","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","CONTI Bruno","Belgium","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10522","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","DECAILLON Joel","Belgium","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10524","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","DESTOT Michel","France","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10526","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","DUNLOP Graeme","Belgium","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10527","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","EGGER Christiane","Austria","female",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10529","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","GABELLOS Mariano","Spain","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10534","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","GREEN David","United Kingdom","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10538","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","GREGORY Steve","United Kingdom","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10539","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","HATRY Paul","United Kingdom","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10541","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","HORNSCHEMEYER Franz-Gerhard","Germany","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10546","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","JESSING Per","El Salvador","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10548","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","JOOSTEN Geert E.H.","Netherlands","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10549","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
"Individual expert appointed in his/her personal capacity","MERLIN André","France","male",,,"Forum européen de l'énergie et des transports   ",,"E01043","On Hold","Group which does not operate on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1043","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=10553","Member",,"Développement Durable
Not a member
RDT
Not a member
Bureau
Not a member
Infrastructure, sûreté et sécurité
Not a member
Service d'intérêt général
Not a member"
